zip,lat,lon
10109,40.780751,-73.977182
10113,40.780751,-73.977182
10114,40.780751,-73.977182
10116,40.780751,-73.977182
10117,40.780751,-73.977182
10118,40.748998,-73.986467
10120,40.750629,-73.989426
10121,40.74964,-73.991889
10122,40.751757,-73.992171
10123,40.751489,-73.990537
10124,40.780751,-73.977182
10125,40.780751,-73.977182
10126,40.780751,-73.977182
10129,40.780751,-73.977182
10130,40.780751,-73.977182
10131,40.780751,-73.977182
10132,40.780751,-73.977182
10133,40.780751,-73.977182
10138,40.780751,-73.977182
10149,40.780751,-73.977182
10150,40.780751,-73.977182
10151,40.763419,-73.973971
10155,40.761104,-73.968036
10156,40.780751,-73.977182
10157,40.780751,-73.977182
10158,40.749435,-73.9758
10159,40.780751,-73.977182
10160,40.780751,-73.977182
10161,40.780751,-73.977182
10163,40.780751,-73.977182
10164,40.780751,-73.977182
10166,40.754591,-73.976238
10175,40.754305,-73.979782
10176,40.75557,-73.978877
10178,40.751378,-73.978507
10179,40.780751,-73.977182
10184,40.780751,-73.977182
10185,40.780751,-73.977182
10196,40.780751,-73.977182
10197,40.780751,-73.977182
10203,40.780751,-73.977182
10211,40.780751,-73.977182
10212,40.780751,-73.977182
10213,40.780751,-73.977182
10242,40.780751,-73.977182
10249,40.780751,-73.977182
10256,40.780751,-73.977182
10257,40.780751,-73.977182
10258,40.780751,-73.977182
10259,40.780751,-73.977182
10260,40.780751,-73.977182
10261,40.780751,-73.977182
10265,40.780751,-73.977182
10268,40.780751,-73.977182
10269,40.780751,-73.977182
10270,40.706925,-74.008154
10272,40.780751,-73.977182
10273,40.780751,-73.977182
10274,40.780751,-73.977182
10275,40.780751,-73.977182
10276,40.780751,-73.977182
10277,40.780751,-73.977182
10281,40.714643,-74.014958
10285,40.71533,-74.016306
10286,40.714231,-74.011895
10292,40.780751,-73.977182
10313,40.564393,-74.146836
10499,40.851549,-73.840908
10521,41.234256,-73.926165
10551,41.119008,-73.732996
10557,41.119008,-73.732996
10558,41.119008,-73.732996
10559,41.119008,-73.732996
10571,41.119008,-73.732996
10572,41.119008,-73.732996
10581,41.119008,-73.732996
10587,41.328737,-73.742268
10592,41.119008,-73.732996
10602,41.119008,-73.732996
10610,41.119008,-73.732996
10625,41.119008,-73.732996
10629,41.119008,-73.732996
10633,41.119008,-73.732996
10650,41.013696,-73.705975
10702,41.119008,-73.732996
10802,40.948274,-73.795361
10912,41.387822,-74.354699
10943,41.387822,-74.354699
10959,41.387822,-74.354699
10981,41.323172,-74.288565
10982,41.160945,-74.060826
10995,41.160945,-74.060826
10997,41.387822,-74.354699
11002,40.754757,-73.601772
11022,40.754757,-73.601772
11025,40.754757,-73.601772
11026,40.754757,-73.601772
11027,40.754757,-73.601772
11041,40.754757,-73.601772
11043,40.754757,-73.601772
11044,40.754757,-73.601772
11051,40.754757,-73.601772
11052,40.754757,-73.601772
11053,40.754757,-73.601772
11054,40.754757,-73.601772
11055,40.754757,-73.601772
11099,40.754757,-73.601772
11120,40.651378,-73.870779
11202,40.645099,-73.945032
11240,40.645099,-73.945032
11241,40.645099,-73.945032
11242,40.645099,-73.945032
11243,40.645099,-73.945032
11244,40.645099,-73.945032
11245,40.645099,-73.945032
11247,40.645099,-73.945032
11248,40.645099,-73.945032
11251,40.645099,-73.945032
11252,40.645099,-73.945032
11254,40.645099,-73.945032
11255,40.645099,-73.945032
11256,40.645099,-73.945032
11351,40.781703,-73.831698
11352,40.651378,-73.870779
11380,40.651378,-73.870779
11381,40.651378,-73.870779
11386,40.651378,-73.870779
11390,40.651378,-73.870779
11405,40.651378,-73.870779
11425,40.651378,-73.870779
11431,40.686903,-73.850143
11484,40.651378,-73.870779
11499,40.651378,-73.870779
11531,40.754757,-73.601772
11535,40.754757,-73.601772
11536,40.754757,-73.601772
11551,40.754757,-73.601772
11555,40.754757,-73.601772
11564,40.754757,-73.601772
11571,40.754757,-73.601772
11582,40.754757,-73.601772
11583,40.754757,-73.601772
11588,40.754757,-73.601772
11592,40.621753,-73.632673
11593,40.754757,-73.601772
11594,40.754757,-73.601772
11595,40.754757,-73.601772
11597,40.754757,-73.601772
11599,40.607574,-73.742691
11690,40.651378,-73.870779
11695,40.651378,-73.870779
11707,40.922326,-72.637078
11708,40.922326,-72.637078
11736,40.754757,-73.601772
11737,40.754757,-73.601772
11745,40.922326,-72.637078
11750,40.922326,-72.637078
